_id,name_en,name_ru,name_uk
2060566,Traki,Траки,Траки
2060567,Avtopribor,Автоприбор,Автоприбор
2060568,Vyselki,Выселки,Выселки
2060569,Ianglichi,Янгличи,Янгличи
2060570,Kueda,Куеда,Куеда
2060571,Ibresi,Ибреси,Ибреси
2060572,Buinsk,Буинск,Буинск
2060573,Kiria,Киря,Киря
2060574,Atrat,Атрат,Атрат
2060575,Altyshevo,Алтышево,Алтышево
2060576,Svetotehn,Светотехника,Светотехника
2060577,Ardatov,Ардатов,Ардатов
2060578,Atiashevo,Атяшево,Атяшево
2060579,Nuia,Нуя,Нуя
2060580,Chernushka,Чернушка,Чернушка
2060581,Chamzinka,Чамзинка,Чамзинка
2060582,Ogarevka,Огаревка,Огаревка
2060583,Kariakinsk,Карякинская,Карякинская
2060584,Shorkistry,Шоркистры,Шоркистры
2060585,Urmary,Урмары,Урмары
2060586,Tiurlema,Тюрлема,Тюрлема
2060587,Sviiajsk,Свияжск,Свияжск
2060588,Tabascino,Табашино,Табашино
2060589,Osipovo,Осипово,Осипово
2060590,Chad,Чад,Чад
2060591,Tursha,Турша,Турша
2060592,Nujialy,Нужьялы,Нужьялы
2060593,Ioshkar-Ola,Йошкар-Ола,Йошкар-Ола
2060594,Nolka,Нолька,Нолька
2060595,Aksamatovo,Аксаматово,Аксаматово
2060596,Kuiar,Куяр,Куяр
2060598,Surok,Сурок,Сурок
2060599,Kundysh,Кундыш,Кундыш
2060600,Kirov Pass,Киров Пасс,Киров Пасс
2060601,Suslonger,Суслонгер,Суслонгер
2060602,Shelanger,Шелангер,Шелангер
2060603,Ilet,Илеть,Илеть
2060604,Pomary,Помары,Помары
2060605,Albaba,Албаба,Албаба
2060606,Kubnia,Кубня,Кубня
2060607,Kulanga,Куланга,Куланга
2060608,Kliuchi,Ключи,Ключи
2060609,Karatun,Каратун,Каратун
2060610,Krasnoufim,Красноуфимск,Красноуфимск
2060611,Kildurazy,Кильдуразы,Кильдуразы
2060612,Losci,Лощи,Лощи
2060613,Burunduki,Бурундуки,Бурундуки
2060614,Elhovo,Елхово,Елхово
2060616,Iudino,Юдино,Юдино
2060617,Derbyshki,Дербышки,Дербышки
2060618,Kenderi,Кендери,Кендери
2060619,Vysok Gora,Высокая Гора,Высокая Гора
2060620,Cheboksary,Чебоксары,Чебоксары
2060621,Biriuli,Бирюли,Бирюли
2060622,Kurkachi,Куркачи,Куркачи
2060623,Arsk,Арск,Арск
2060624,Korsa,Корса,Корса
2060625,Shemordan,Шемордан,Шемордан
2060626,Kukmor,Кукмор,Кукмор
2060627,Iamnoe,Ямное,Ямное
2060628,Zastrug,Заструг,Заструг
2060629,Sosnovka,Сосновка,Сосновка
2060630,Kanash,Канаш,Канаш
2060631,Vosstanie,Восстание,Восстание
2060632,Voljsk,Волжск,Волжск
2060633,Lagernaia,Лагерная,Лагерная
2060634,im. Voikova,Имени Войкова,Имени Войкова
2060635,Galickaia,Галицкая,Галицкая
2060636,Shpalozavod,Шпалозавод,Шпалозавод
2060637,Iangarka,Янгарка,Янгарка
2060638,Odoshnur,Одошнур,Одошнур
2060639,Mokricy,Обп Мокрицы,Обп Мокрицы
2060640,Orlovka,Орловка,Орловка
2060641,Bachumovo,Бачумово,Бачумово
2060642,Prosinskoe,Просинское,Просинское
2060643,Valtovo,Валтово,Валтово
2060644,Kstovo,Кстово,Кстово
2060645,Bateevo,Батеево,Батеево
2060646,Volga Post,Волга Пост,Волга Пост
2060647,Kamenka S,Каменка Санаторий,Каменка Санаторий
2060648,Chepchugi,Чепчуги,Чепчуги
2060649,Energetik,Энергетик,Энергетик
2060650,Volga,Волга,Волга
2060651,Sartakovo,Сартаково,Сартаково
2060652,Borisovsk,Борисовская,Борисовская
2060653,B.elnia,Большая Ельня,Большая Ельня
2060654,Romodanov,Ромодановский,Ромодановский
2060655,Sah.zavod,Сахарный Завод,Сахарный Завод
2060656,Utiashki,Утяшки,Утяшки
2060657,Kentus,Кентус,Кентус
2060658,Maialovo,Маялово,Маялово
2060659,Liangasy,Лянгасы,Лянгасы
2060661,Lynga,Лынга,Лынга
2060662,Tiurmerovsk,Трмеровская,Трмеровская
2060663,Lebedevo,Лебедево,Лебедево
2060664,Peredel,Передел,Передел
2060665,Murom 2,Муром 2,Муром 2
2060667,Dizmino,Дизьмино,Дизьмино
2060668,Ubyt,Убыть,Убыть
2060669,Pahar,Пахарь,Пахарь
2060671,Aleshevo,Алешево,Алешево
2060672,Shalega,Шалега,Шалега
2060673,Slezavka,Слезавка,Слезавка
2060674,Balyshur,Балышур,Балышур
2060676,Burenino,Буренино,Буренино
2060678,Guliaevo,Гуляево,Гуляево
2060681,Chibir,Чибирь,Чибирь
2060682,Golov Dacha,Голован Дача,Голован Дача
2060684,Kr.ohota,Кр Охота,Кр Охота
2060685,Rodiakovo,Родяково,Родяково
2060686,Shakali,Шакали,Шакали
2060688,Kniazi,Князи,Князи
2060693,Machkassy,Мачкассы,Мачкассы
2060697,Injenernaia,Инженерная,Инженерная
2060698,Strej,Стреж,Стреж
2060699,Iumorga,Юморга,Юморга
2060700,Marbumkomb,Марбумкомб,Марбумкомб
2060701,Kochetlo,Кочетло,Кочетло
2060702,Verdeevka,Вердеевка,Вердеевка
2060703,Oktiabrsk,Октябрьский,Октябрьский
2060704,Makuha,Макуха,Макуха
2060705,Gostiuhino,Гостюхино,Гостюхино
2060707,Ejury,Ежуры,Ежуры
2060708,Vybolovo,Выболово,Выболово
2060709,Strelkovo,Стрелково,Стрелково
2060710,Strigino,Стригино,Стригино
2060711,Chascinskii,Чащинский,Чащинский
2060712,Vekovka,Вековка,Вековка
2060715,Krestnikov,Крестниково,Крестниково
2060718,Efimevo,Ефимьево,Ефимьево
2060720,Koposovo,Копосово,Копосово
2060721,Mutnica,Мутница,Мутница
2060724,Verhounja,Верхоунжа,Верхоунжа
2060726,Zlobino,Злобино,Злобино
2060727,Hornvary,Хорнвары,Хорнвары
2060728,Ianorsovo,Янорсово,Янорсово
2060729,Pl 10 Km,Платформа 10 Км,Платформа 10 Км
2060730,Nov.jizn,Новая Жизнь,Новая Жизнь
2060731,Kvaka,Квака,Квака
2060732,Pijil,Пижил,Пижил
2060734,Keza,Кеза Оп,Кеза Оп
2060735,Badriash,Бадряш,Бадряш
2060739,Ulyk,Улык,Улык
2060743,Shangin,Шангин,Шангин
2060745,Metallist,Металлист,Металлист
2060747,Maiak,Маяк,Маяк
2060748,Tasin,Тасин,Тасин
2060749,Nagibino,Нагибино,Нагибино
2060753,Lagern.op,Лагерная Ост.пункт,Лагерная Ост.пункт
2060754,Dolinichi,Долиничи,Долиничи
2060755,Saryevo,Сарыево,Сарыево
2060757,Mechkino,Мечкино,Мечкино
2060758,Slobodskoe,Слободское,Слободское
2060759,Vahrushevo,Вахрушево,Вахрушево
2060761,Pudemskii,Пудемский,Пудемский
2060762,Dinshur,Диньшур,Диньшур
2060763,Chepeckaia,Чепецкая,Чепецкая
2060764,Krasnosel,Красносельский,Красносельский
2060766,Prudy,Пруды,Пруды
2060768,Postoi,Постой,Постой
2060770,Sergeicevo,Сергейцево,Сергейцево
2060771,Zelecino,Зелецино,Зелецино
2060772,Mohov Gory,Моховые Горы,Моховые Горы
2060774,Iuromka,Юромка,Юромка
2060775,Levino,Левино,Левино
2060778,Gureevskii,Гуреевский,Гуреевский
2060779,Dubrovskii,Дубровский,Дубровский
2060780,Fedulovo,Федулово,Федулово
2060783,Priokskii,Приокский,Приокский
2060786,Neftekam P,Нефтекамск Пасс,Нефтекамск Пасс
2060788,Kursha,Курша,Курша
2060888,,Разьезд 4Км,Разьезд 4Км
2060889,,Разьезд 9Км,Разьезд 9Км
2060893,Uva 2,Ува 2,Ува 2
2060908,Bishbatman,Бишбатман,Бишбатман
2060914,Sovhoznyi,Совхозный,Совхозный
2060939,Komsomols,Комсомольский,Комсомольский
2060961,Vosstan.p,Восстание Пассажирская,Восстание Пассажирская
2061002,Karkalai,Каркалай,Каркалай
2061003,Kemary,Кемары,Кемары
2061401,Vahitovo,Вахитово,Вахитово
2061402,Ometevo,Ометьево,Ометьево
2061403,Amosovo,Амосово,Амосово
2061404,Andosovo,Андосово,Андосово
2061405,Stepurino,Степурино,Степурино
2061406,Balahna,Балахна,Балахна
2061407,Kambarka,Камбарка,Камбарка
2061408,Podosinov,Подосиновец,Подосиновец
2061409,Boboedovo,Бобоедово,Бобоедово
2061410,Shur,Шур,Шур
2061411,Veselei,Веселей,Веселей
2061412,Bugrysh,Бугрыш,Бугрыш
2061413,Bystruha,Быструха,Быструха
2061414,Vavoj,Вавож,Вавож
2061415,Les Poliany,Лесные Поляны,Лесные Поляны
2061416,Iuski,Юски,Юски
2061417,Lapshanga,Лапшанга,Лапшанга
2061418,Koinsar,Коинсар,Коинсар
2061419,Ometevo-2,Ометьево-2,Ометьево-2
2061421,Zimnicy,Зимницы,Зимницы
2061422,Ishtugan,Иштуган,Иштуган
2061423,Vasilevo,Васильево,Васильево
2061425,Velikodvor,Великодворье,Великодворье
2061426,Ubejicy,Убежицы,Убежицы
2061427,Kama,Кама,Кама
2061428,Ababkovo,Абабково,Абабково
2061429,Pionerskii,Пионерский,Пионерский
2061431,Mogilicy,Могилицы,Могилицы
2061432,Reitarskii,Рейтарский,Рейтарский
2061434,Churilino,Чурилино,Чурилино
2061435,Razinskaia,Разинская,Разинская
2061436,Kamaevo,Камаево,Камаево
2061437,Mal.civil,Малый Цивиль,Малый Цивиль
2061438,Atykovo,Атыково,Атыково
2061439,Pozim,Позимь,Позимь
2061440,Pochinki,Починки,Починки
2061441,Ludzia,Лудзя,Лудзя
2061442,N.cheboksar,Новочебоксарск,Новочебоксарск
2061443,Kojevennoe,Кожевенное,Кожевенное
2061444,Koldino,Кольдино,Кольдино
2061446,Shorkino,Шоркино,Шоркино
2061449,Petriaevka,Петряевка,Петряевка
2061450,Doskino,Доскино,Доскино
2061451,Maksimovsk,Максимовский,Максимовский
2061454,Sadovaia,Садовая,Садовая
2061455,Pravdinsk,Правдинск,Правдинск
2061458,Pl 10 Km,Платформа 10 Км,Платформа 10 Км
2061460,Kozino,Козино,Козино
2061461,Rehino,Рехино,Рехино
2061464,Roika,Ройка,Ройка
2061465,Zavolje,Заволжье,Заволжье
2061466,Golovino,Головино,Головино
2061467,Molodniki,Молодники,Молодники
2061469,Sheliauhovo,Шеляухово,Шеляухово
2061470,Sormovo,Сормово,Сормово
2061471,Chulpanovo,Чулпаново,Чулпаново
2061472,Susanovsk,Сусановская,Сусановская
2061473,S-Z Udmurt,С-З Удмуртский,С-З Удмуртский
2061475,Rekshino,Рекшино,Рекшино
2061476,Sostamak,Состомак,Состомак
2061479,Kondakovo,Кондаково,Кондаково
2061480,Pushkino,Пушкино,Пушкино
2061481,Cheshlama,Чешлама,Чешлама
2061482,Lomovka,Ломовка,Ломовка
2061484,Frolisci,Фролище,Фролище
2061488,Sundukovo,Сундуково,Сундуково
2061489,Sushnevo,Сушнево,Сушнево
2061490,Kalininsk,Калининская,Калининская
2061491,Sakony,Саконы,Саконы
2061496,Kvarsa,Кварса,Кварса
2061498,Mokry,Мокры,Мокры
2061500,Myza,Мыза,Мыза
2061501,Vel Ozero,Великое Озеро,Великое Озеро
2061502,Levany,Леваны,Леваны
2061503,Uspian,Успьян,Успьян
2061505,Narodnaia,Нардная,Нардная
2061510,Kameshkovo,Камешково,Камешково
2061511,Tuktym,Туктым,Туктым
2061512,Kovrov 2,Ковров 2,Ковров 2
2061514,Chubaevo,Чубаево,Чубаево
2061515,Lukino,Лукино,Лукино
2061516,Gojnia,Гожня,Гожня
2061517,Kordiaga,Кордяга,Кордяга
2061518,Remezenki,Ремезенки,Ремезенки
2061519,Kudma,Кудьма,Кудьма
2061520,Gorodskaia,Городская,Городская
2061521,Ozernica-Kirovskaja,Озерница-Кировская,Озерница-Кировская
2061522,Shirdany,Ширданы,Ширданы
2061525,Paratsk,Паратск,Паратск
2061526,Ozero,Озеро,Озеро
2061527,Svetlopol,Светлополянск,Светлополянск
2061528,Papulino,Папулино,Папулино
2061529,Pemba,Пемба,Пемба
2061530,Avtozavod,Автозавод,Автозавод
2061532,Lemeshki,Лемешки,Лемешки
2061534,Mineevka,Минеевка,Минеевка
2061535,Varia,Варя,Варя
2061537,Mindiush,Миндюш,Миндюш
2061540,Ilinogor,Ильиногорская,Ильиногорская
2061541,Sada,Сада,Сада
2061542,Shumleika,Шумлейка,Шумлейка
2061547,Iaransk,Яранск,Яранск
2061548,Beregovoi,Береговой,Береговой
2061550,Atlashkino,Атлашкино,Атлашкино
2061551,Tansarino,Тансарино,Тансарино
2061553,Krasnozar,Краснозаринский,Краснозаринский
2061555,Novatorov,Новаторов,Новаторов
2061556,Sonino,Сонино,Сонино
2061557,Kibechi,Кибечи,Кибечи
2061558,Multan,Мултан,Мултан
2061559,Chumaitlo,Чумайтло,Чумайтло
2061561,Shevyrialovo,Шевырялово,Шевырялово
2061564,Biurgany,Бюрганы,Бюрганы
2061566,Iiul,Июль,Июль
2061568,Kochunovo,Кочуново,Кочуново
2061569,,Рзд'езд 275 Км,Рзд'езд 275 Км
2061570,Gorbatovka,Горбатовка,Горбатовка
2061571,Vysokovo,Высоково,Высоково
2061573,Shesterikov,Шестериково,Шестериково
2061574,Konyp,Конып,Конып
2061575,Aleshino,Алешино,Алешино
2061577,Kamkino,Камкино,Камкино
2061582,Melenki,Меленки,Меленки
2061583,Torfianica,Торфяница,Торфяница
2061584,Perehvatka,Перехватка,Перехватка
2061585,Observator,Обсерватория,Обсерватория
2061592,Kam.ovrag,Кам Овраг,Кам Овраг
2061595,Schastlivaia,Счастливая,Счастливая
2061599,Lichadeevo,Личадеево,Личадеево
2061600,Dubravnaia,Дубравная,Дубравная
2061601,Kuiuk,Куюк,Куюк
2061604,Vorsma,Ворсма,Ворсма
2061605,Chaadaevo,Чаадаево,Чаадаево
2061606,Pestovka,Пестовка,Пестовка
2061608,Kopnino,Копнино,Копнино
2061609,Bezum,Безум,Безум
2061610,Zaimisce,Займище,Займище
2061613,Bolgury,Болгуры,Болгуры
2061614,Darovica,Даровица,Даровица
2061616,Vojoi,Вожой,Вожой
2061618,Zolino,Золино,Золино
2061621,Hristofor,Христофорово,Христофорово
2061622,Chekurcha,Чекурча,Чекурча
2061624,Lugovoi,Луговой,Луговой
2061625,Vetlujskaia,Ветлужская,Ветлужская
2061629,Tonkino,Тонкино,Тонкино
2061630,Kooperativ,Кооперативная,Кооперативная
2061632,Bikbardin,Бикбардинский,Бикбардинский
2061634,Ronjino,Ронжино,Ронжино
2061635,Nov.sormov,Новое Сормово,Новое Сормово
2061639,Soldatka,Солдатка,Солдатка
2061640,Gari,Гари,Гари
2061641,Kaisk,Кайск,Кайск
2061644,Shusherma,Шушерма,Шушерма
2061645,Vysokoe,Высокое,Высокое
2061646,Revezen,Ревезень,Ревезень
2061647,Vorobevsk,Воробьевский,Воробьевский
2061648,Sintek,Синтек,Синтек
2061649,Socialist,Социалистич,Социалистич
2061650,Br.komarov,Братья Комаровы,Братья Комаровы
2061651,,Рзд'езд 118 Км,Рзд'езд 118 Км
2061652,Burevestn,Буревестник,Буревестник
2061653,Basovo,Басово,Басово
2061656,Scedrovka,Щедровка,Щедровка
2061658,,Рзд'езд 252 Км,Рзд'езд 252 Км
2061659,,Раз 15 Км,Раз 15 Км
2061660,Ankudinovk,Анкудиновка,Анкудиновка
2061662,Chernous,Черноус,Черноус
2061664,Volojka,Воложка,Воложка
2061730,Levchenko,Левченко,Левченко
2061731,Kustovaia,Кустовая,Кустовая
2062425,Voroshilovs,Ворошиловская,Ворошиловская
2062426,Vaniaty,Ваняты,Ваняты
2062428,Chuhlominsk,Чухломинский,Чухломинский
2062429,Burcevskaia,Бурцевская,Бурцевская
2062435,Kompressor,Компрессорный,Компрессорный
2062437,Lipovka,Липовка,Липовка
2062438,Capeli,Цапели,Цапели
2062442,Vrd Op,Врд,Врд
2063800,Zavodskaia,Заводская,Заводская
2063802,Berescino1,Берещино1,Берещино1
2063803,Vahtan,Вахтан,Вахтан
2063804,Siava,Сява,Сява
2064001,Rostov Gl,Ростов-Главный,Ростов-Головний
2064002,Rostov Tov,Ростов Тов,Ростов-Тов.
2064003,Persianovk,Персиановка,Персиановка
2064004,Lokomotivs,Локомотивстрой,Локомотивстрой
2064005,Kaiala,Каяла,Каяла
2064006,Stepnaia,Степная,Степна
2064007,Kuscevka,Кущевка,Кущевка
2064008,Krylovskaia,Крыловская,Криловська
2064009,Sosyka Ros,Сосыка-Ростовская,Сосика-Ростовская
2064010,Hosta,Хоста,Хоста
2064011,Leushkovsk,Леушковская,Леушковская
2064012,Kurinskii,Куринский,Куринский
2064013,Maloross,Малороссийская,Малоросійська
2064014,Mirskaia,Мирская,Мирская
2064015,Maikop,Майкоп,Майкоп
2064016,Girei,Гирей,Гирей
2064017,Otrado Kub,Отрадо-Кубанская,Отрадо-Кубанская
2064018,Kubanskaia,Кубанская,Кубанська
2064019,Konokovo,Коноково,Коноково
2064020,Loo,Лоо,Лоо
2064021,Ovechka,Овечка,Овечка
2064022,Bogoslovsk,Богословская,Богословська
2064023,Morskaia,Морская,Морская
2064024,Siniavskaia,Синявская,Синявская
2064025,Beslan,Беслан,Беслан
2064026,Zelenchuk,Зеленчук,Зеленчук
2064027,Kian,Киан,Кіан
2064028,Vodorazdel,Водораздел,Водораздел
2064029,Kursavka,Курсавка,Курсавка
2064030,Lazarevsk,Лазаревская,Лазаревская
2064031,Nagutskaia,Нагутская,Нагутская
2064032,Mat Kurgan,Матвеев Курган,Матвеев Курган
2064033,Dagomys,Дагомыс,Дагомыс
2064034,Kumagorsk,Кумагорск,Кумагорск
2064035,Gudermes,Гудермес,Гудермес
2064036,Vinogradn,Виноградная,Виноградная
2064037,Zolskii,Зольский,Зольский
2064038,Apollonsk,Аполлонская,Аполонська
2064039,Soldatskaia,Солдатская,Солдатская
2064040,Eisk,Ейск,Ейск
2064041,Priblijnii,Приближний,Приближний
2064042,Chernoiarsk,Черноярская,Черноярська
2064043,Murtazovo,Муртазово,Муртазово
2064044,Proletarsk,Пролетарская,Пролетарская
2064045,Derbent,Дербент,Дербент
2064046,Elhotovo,Эльхотово,Эльхотово
2064047,Darg Koh,Дарг-Кох,Дарг-Кох
2064048,Konservnyi,Консервный,Консервный
2064049,Nazran,Назрань,Назрань
2064050,Kislovodsk,Кисловодск,Кисловодск
2064051,Karabulaks,Карабулакский,Карабулакский
2064052,Slepcovsk,Слепцовская,Слепцовская
2064053,Sernovodsk,Серноводск,Серноводск
2064054,Samashkinsk,Самашкинская,Самашкинская
2064055,Nalchik,Нальчик,Нальчик
2064056,Ermolovsk,Ермоловский,Ермоловский
2064057,Gor.kliuch,Горячий Ключ,Горячий Ключ
2064058,Djalka,Джалка,Джалка
2064059,Kadi Iurt,Кади-Юрт,Каді-Юрт
2064060,Piatigorsk,Пятигорск,Пятигорск
2064061,Karlan Iurt,Карлан-Юрт,Карлан-Юрт
2064062,Vodopadnyi,Водопадный,Водопадный
2064063,Kiziliurt,Кизилюрт,Кизилюрт
2064064,Macesta,Мацеста,Мацеста
2064065,Kuberle,Куберле,Куберле
2064066,Briuhoveck,Брюховецкая,Брюховецкая
2064067,Shamhal,Шамхал,Шамхал
2064068,Buinaksk,Буйнакск,Буйнакск
2064069,Zarechnaia,Заречная,Зарічна
2064070,Vladikavkaz,Владикавказ,Владикавказ
2064071,Kavalersk,Кавалерский,Кавалерский
2064072,Kara Djalk,Кара-Джалка,Кара-Джалка
2064073,Andreedmit,Андреедмитриевка,Андреедмитриевка
2064074,Chamlyk,Чамлык,Чамлык
2064075,Kurgannaia,Курганная,Курганная
2064076,Koshehabl,Кошехабль,Кошехабль
2064077,Dondukovsk,Дондуковская,Дондуковская
2064078,Nazarovsk,Назаровский,Назаровский
2064079,Giaginskaia,Гиагинская,Гиагинская
2064080,Essentuki,Ессентуки,Ессентуки
2064081,Goncharka,Гончарка,Гончарка
2064082,Pshehskaia,Пшехская,Пшехская
2064083,Komsomols,Комсомольская,Комсомольская
2064084,Tverskaia,Тверская,Тверская
2064085,Cherkessk,Черкесск,Черкесск
2064086,Kabardinsk,Кабардинская,Кабардинская
2064087,Hotunok,Хотунок,Хотунок
2064088,Navaginsk,Навагинская,Навагинская
2064089,Pshish,Пшиш,Пшиш
2064090,Salsk,Сальск,Сальск
2064091,Goith,Гойтх,Гойтх
2064092,Shepsi,Шепси,Шепси
2064093,Iakorn Scel,Якорная Щель,Якорная Щель
2064094,Veseloe,Веселое,Веселое
2064095,Mozdok,Моздок,Моздок
2064096,Osetinovsk,Осетиновский,Осетиновский
2064097,Stoderevsk,Стодеревская,Стодеревская
2064098,Iscerskaia,Ищерская,Іщерська
2064099,Alpatovo,Алпатово,Алпатово
2064100,Germenchik,Герменчик,Герменчик
2064101,Naurskaia,Наурская,Наурська
2064102,Terek,Терек,Терек
2064103,Iubileinaia,Юбилейная,Юбилейная
2064104,Chervlennaia,Червленная,Червлена
2064105,Bataisk,Батайск,Батайск
2064106,Chervl Uzl,Червленная-Узловая,Червлена-Вузлова
2064107,Kochalai,Кочалай,Кочалай
2064108,Shelkovskaia,Шелковская,Шелковская
2064109,Karginskaia,Каргинская,Каргинская
2064110,Novorossijsk,Новороссийск,Новороссийск
2064111,Babaiurt,Бабаюрт,Бабаюрт
2064112,Shanaevo,Шанаево,Шанаево
2064113,Kurush,Куруш,Куруш
2064114,Kochubei,Кочубей,Кочубей
2064115,Bursak,Бурсак,Бурсак
2064116,Artezian,Артезиан,Артезиан
2064117,Ulan Holl,Улан-Холл,Улан-Холл
2064120,Argun,Аргун,Аргун
2064125,Rasshevatka,Расшеватка,Расшеватка
2064127,Erken Shah,Эркен-Шахар,Эркен-Шахар
2064128,Djeguta,Джегута,Джегута
2064130,Sochi,Сочи,Сочи
2064131,Rodnikovsk,Родниковская,Родниковская
2064132,Mostovskaia,Мостовская,Мостовская
2064133,Shedok,Шедок,Шедок
2064134,Hanskaia,Ханская,Ханская
2064135,Dvoinaia,Двойная,Двойная
2064136,Tulskaia,Тульская,Тульская
2064137,Abadzehsk,Абадзехская,Абадзехская
2064138,Hadjoh,Хаджох,Хаджох
2064139,Apsheronsk,Апшеронская,Апшеронская
2064140,Tuapse-Pass,Туапсе-Пасс,Туапсе-Пасс
2064141,Azov,Азов,Азов
2064142,Dolakovo,Долаково,Долаково
2064144,Staroscerb,Старощербиновская,Старощербиновская
2064145,Volgodonsk,Волгодонская,Волгодонская
2064146,Umanskaia,Уманская,Уманская
2064147,Pridorojn,Придорожная,Придорожная
2064148,Albashi,Албаши,Албаши
2064149,Dereviankov,Деревянковка,Деревянковка
2064150,Adler,Адлер,Адлер
2064151,Beshtau,Бештау,Бештау
2064152,Olginskaia,Ольгинская,Ольгинская
2064153,Priazovsk,Приазовская,Приазовская
2064154,Djerelievk,Джерелиевка,Джерелиевка
2064155,Jeleznovod,Железноводск,Железноводск
2064156,Rogovskaia,Роговская,Роговская
2064157,Vedmidivka,Ведмидивка,Ведмидивка
2064158,Myshastovka,Мышастовка,Мышастовка
2064159,Titarovka,Титаровка,Титаровка
2064160,Kavkazskaia,Кавказская,Кавказська
2064161,Velichkovka,Величковка,Величковка
2064162,Angelinsk,Ангелинская,Ангелинская
2064163,Poltavskaia,Полтавская,Полтавская
2064164,Sebedahovo,Себедахово,Себедахово
2064165,Hasav Iurt,Хасав-Юрт,Хасав-Юрт
2064166,Aeroport Sochi,Аэропорт Сочи,Аэропорт Сочи
2064167,Varenikovs,Варениковская,Варениковская
2064168,Iurovskii,Юровский,Юровский
2064169,Kr Strela,Красная Стрела,Красная Стрела
2064170,Mineralnye Vody,Минеральные Воды,Мінеральні Води
2064171,Inozemcevo,Иноземцево,Иноземцево
2064172,Starotitar,Старотитаровка,Старотитаровка
2064173,Vyshestebl,Вышестеблиевская,Вышестеблиевская
2064174,Taman,Тамань,Тамань
2064175,Kizliar,Кизляр,Кизляр
2064176,Fontalovsk,Фонталовская,Фонталовская
2064177,Temriuk,Темрюк,Темрюк
2064178,Gaiduk,Гайдук,Гайдук
2064179,Bakanskaia,Баканская,Баканская
2064180,Groznyi,Грозный,Грозный
2064181,Abinskaia,Абинская,Абинская
2064182,Ahtyrskaia,Ахтырская,Ахтырская
2064183,Habl,Хабль,Хабль
2064184,Ilskaia,Ильская,Ильская
2064185,Zverevo,Зверево,Звєрєво
2064186,Severskaia,Северская,Северская
2064187,Afipskaia,Афипская,Афипская
2064188,Anapa,Анапа,Анапа
2064189,Enem 1,Энем 1,Энем 1
2064191,B.iskra,Большевистская Искра,Большевистская Искра
2064192,Agronom,Агроном,Агроном
2064193,Dinskaia,Динская,Динская
2064194,Plastunov,Пластуновская,Пластуновская
2064195,Tonnelnaia,Тоннельная,Тоннельная
2064196,Platnirov,Платнировская,Платнировская
2064197,Vyselki,Выселки,Выселки
2064198,Grecheskii,Греческий,Греческий
2064199,Chelbas,Челбас,Челбас
2064200,Hankala,Ханкала,Ханкала
2064201,Shahtnaia,Шахтная,Шахтная
2064202,Vasiurinsk,Васюринская,Васюринская
2064203,Varilka,Варилка,Варилка
2064204,Ust Labin,Усть-Лабинская,Усть-Лабинская
2064205,Elista,Элиста,Элиста
2064206,Ladojskaia,Ладожская,Ладожская
2064207,Grechishkino,Гречишкино,Гречишкино
2064208,Milovanovo,Милованово,Милованово
2064209,Getmanovsk,Гетмановская,Гетмановская
2064211,Tarki,Тарки,Тарки
2064213,Manas,Манас,Манас
2064214,Achi,Ачи,Ачи
2064215,Sulin,Сулин,Сулин
2064216,Izberbash,Избербаш,Ізбербаш
2064217,Inchhe,Инчхе,Інчхе
2064218,Kaiagent,Каягент,Каягент
2064219,Berikei,Берикей,Берикей
2064220,Nevinnomys,Невинномысская,Невинномисська
2064221,Mamed Kala,Мамед-Кала,Мамед-Кала
2064222,Dag Ogni,Дагестанские Огни,Дагестанські Вогні
2064223,Arablinsk,Араблинский,Араблінський
2064224,Belidji,Белиджи,Беліджи
2064225,Gulkevichi,Гулькевичи,Гулькевичі
2064226,Samur,Самур,Самур
2064227,Temijbeksk,Темижбекская,Темижбекская
2064228,Krasnokub,Краснокубанская,Краснокубанская
2064229,Grigoropol,Григорополисская,Григорополисская
2064230,Novocherkas,Новочеркасск,Новочеркасск
2064232,Peredovaia,Передовая,Передовая
2064233,Ryzdvianaia,Рыздвяная,Рыздвяная
2064234,Palagiada,Палагиада,Палагиада
2064235,Staromin T,Староминская-Тимашевск,Староминская-Тимашевск
2064236,Spicevka,Спицевка,Спицевка
2064237,Kuguty,Кугуты,Кугуты
2064238,Egen,Эген,Эген
2064239,Ipatovo,Ипатово,Ипатово
2064240,Armavir Rostovskii,Армавир Ростовский,Армавір Ростовський
2064241,Derbetovka,Дербетовка,Дербетовка
2064242,Divnoe,Дивное,Дивное
2064243,Uldiuchiny,Ульдючины,Ульдючины
2064244,Svetlograd,Светлоград,Светлоград
2064245,Kanevskaia,Каневская,Каневская
2064246,Har Bulg,Хар-Булг,Хар-Булг
2064247,Rogat Balk,Рогатая Балка,Рогатая Балка
2064248,Mokr Buiv,Мокрая Буйвола,Мокрая Буйвола
2064249,Uspenskaia,Успенская,Успенская
2064250,Belorechens,Белореченская,Белореченская
2064251,Zakadychnoe,Закадычное,Закадычное
2064252,Konarmeisk,Конармейская,Конармейская
2064253,Kagalnik,Кагальник,Кагальник
2064254,Zernograd,Зерноград,Зерноград
2064255,Neklinovka,Неклиновка,Неклиновка
2064256,Koshkino,Кошкино,Кошкино
2064257,Kozl Balka,Козлова Балка,Козлова Балка
2064258,Ataman,Атаман,Атаман
2064259,Proscalnyi,Прощальный,Прощальный
2064260,Tihoreckaia,Тихорецкая,Тихорецька
2064261,Celina,Целина,Целина
